Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9700206,"Signaling by ALK in cancer",48,66,0.004624763506411604,0.12860020081407064,0.795857212076082,37,37,0.0027251970243794654,9606,Homo sapiens,"8454;8496;22872;471;6194;2624;833;5335;4204;9978;3799;4008;7175;3092;5594;5595;91445;10818;7170;25832;7171;3726;3329;51530;6238;10342;5903;6774;3140;57448;2885;7414;1839;6801;1639;3899;4627;4869;5295;5495;5573;6464;6500;1495;27436;1051;5290;9451;2017;2335;4478;6776;8878;9648;1407","","R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-9712086;R-HSA-9712087;R-HSA-9725009;R-HSA-9712081;R-HSA-9700114;R-HSA-9712082;R-HSA-9700179;R-HSA-9712083;R-HSA-9715356;R-HSA-9715357;R-HSA-9700190;R-HSA-9725342;R-HSA-9725023;R-HSA-9700184;R-HSA-9712088;R-HSA-9700186;R-HSA-9725338;R-HSA-9715355;R-HSA-9710917;R-HSA-9710914;R-HSA-9724099;R-HSA-9712078;R-HSA-9712079;R-HSA-9701903;R-HSA-9700656;R-HSA-9700658;R-HSA-9701810;R-HSA-9724090;R-HSA-9700646;R-HSA-9725030;R-HSA-9700193;R-HSA-9725345;R-HSA-9700131;R-HSA-9725357"
R-HSA-9725370,"Signaling by ALK fusions and activated point mutants",48,66,0.004624763506411604,0.12860020081407064,0.795857212076082,29,29,0.0021359652353244458,9606,Homo sapiens,"8454;8496;22872;471;6194;2624;833;5335;4204;9978;3799;4008;7175;3092;5594;5595;91445;10818;7170;25832;7171;3726;3329;51530;6238;10342;5903;6774;3140;57448;2885;7414;1839;6801;1639;3899;4627;4869;5295;5495;5573;6464;6500;1495;27436;1051;5290;9451;2017;2335;4478;6776;8878;9648;1407","","R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-9712086;R-HSA-9712087;R-HSA-9725009;R-HSA-9712081;R-HSA-9712082;R-HSA-9700179;R-HSA-9712083;R-HSA-9700190;R-HSA-9725342;R-HSA-9725023;R-HSA-9700184;R-HSA-9712088;R-HSA-9700186;R-HSA-9725338;R-HSA-9710917;R-HSA-9710914;R-HSA-9724099;R-HSA-9712078;R-HSA-9712079;R-HSA-9701903;R-HSA-9701810;R-HSA-9724090;R-HSA-9725030;R-HSA-9700193;R-HSA-9725345;R-HSA-9725357"
R-HSA-68886,"M Phase",272,416,0.02915002452526102,0.13199647094407374,0.795857212076082,91,91,0.006702511600500847,9606,Homo sapiens,"9861;54908;7321;25904;8655;7444;7443;6233;11065;7324;11064;2551;1460;23047;22994;22995;9184;1459;1454;1453;23165;151246;9735;10776;64151;9631;94239;119504;95681;10426;5707;5708;5709;54801;7329;10783;5700;5701;10540;5702;84790;9883;7341;348995;4751;220134;57082;5717;5719;57405;23383;6249;54933;5710;5711;54931;8548;5714;27183;5716;4085;7112;91782;1495;23397;58189;22981;3428;10403;54820;80776;701;51434;5720;85300;54821;80097;10762;9663;6396;9662;10051;8334;8697;5861;2909;23122;3320;29108;80321;10733;114791;10735;55920;55125;3796;9793;8345;91687;100101267;2122;2121;57551;79682;27175;2117;653784;5501;1949;8339;22933;5520;9688;10393;55142;84936;2491;83607;83734;5519;55143;1950;3215;54978;8349;347733;5515;11004;5516;55706;5518;8365;9212;7277;8243;11130;221496;23354;10844;983;23592;10726;84930;79902;5885;11258;55839;84131;5528;22913;2275;7280;1063;1062;7283;26271;991;151648;55166;29781;203068;1058;996;27243;79019;85378;128866;10376;7175;9232;64682;10381;10383;64689;23332;8021;79003;55055;81565;22919;10142;7846;113130;8815;348235;10592;5685;9126;23421;3021;57122;3020;84617;27229;2171;29882;1514;891;1997;29089;54892;3017;51143;147841;3015;3014;10112;79959;3930;1639;9918;7979;51704;51703;93323;9133;5694;4000;5695;4001;5696;23310;64105;9491;23431;401541;200014;440145;25978;79023;9493;55755;10806;5566;2619;8970;9700;129401;1781;1780;81929;79172;1778;81930;4926;3837;4927;55766;387893;9814;5577;7514;5578;5699;10213;25836;140609;5594;5595;7532;7531;27338;56180;5905;2512;2631;26003;90987;90624;8615;5347;3842;83540;5108;5901;80152;5903;23091;27303;22897;1435;332;27300;83696;699;5116;30968;3619;140735;23636;25936;3191;23518;8881;27436;23511;8086;64946;53371;79980;121441;30837;30836;8636;5925;4957","","R-HSA-2514854;R-HSA-9648017;R-HSA-375302;R-HSA-2172194;R-HSA-156673;R-HSA-156682;R-HSA-1638803;R-HSA-2990880;R-HSA-2294574;R-HSA-2990882;R-HSA-9615901;R-HSA-2984226;R-HSA-2995389;R-HSA-9647746;R-HSA-2995388;R-HSA-2520883;R-HSA-2545203;R-HSA-2294580;R-HSA-380316;R-HSA-2468287;R-HSA-2467775;R-HSA-2995376;R-HSA-2294590;R-HSA-9624845;R-HSA-9668405;R-HSA-2172678;R-HSA-174121;R-HSA-2422927;R-HSA-9668415;R-HSA-3000449;R-HSA-5244669;R-HSA-2168079;R-HSA-4419948;R-HSA-9624893;R-HSA-2984220;R-HSA-156723;R-HSA-2466068;R-HSA-2429719;R-HSA-2470935;R-HSA-9668389;R-HSA-2301205;R-HSA-2172183;R-HSA-9668395;R-HSA-9634219;R-HSA-1638821;R-HSA-9668398;R-HSA-9624876;R-HSA-2245218;R-HSA-163010;R-HSA-174144;R-HSA-2288097;R-HSA-2545253;R-HSA-2467809;R-HSA-5229194;R-HSA-5221130;R-HSA-5195402;R-HSA-2467811;R-HSA-2993898;R-HSA-5223304;R-HSA-9648089;R-HSA-9624798;R-HSA-9668419;R-HSA-2529015;R-HSA-9615937;R-HSA-9618378;R-HSA-380508;R-HSA-2529020;R-HSA-9615945;R-HSA-2172666;R-HSA-2980720;R-HSA-2468293;R-HSA-2430533;R-HSA-9648114;R-HSA-2430535;R-HSA-9667952;R-HSA-2314566;R-HSA-9634169;R-HSA-2314569;R-HSA-2294600;R-HSA-2468040;R-HSA-2214351;R-HSA-9667965;R-HSA-2984258;R-HSA-9624800;R-HSA-2484822;R-HSA-380278;R-HSA-2467798;R-HSA-2467794;R-HSA-174202;R-HSA-9668335;R-HSA-2430552"
R-HSA-450282,"MAPK targets/ Nuclear events mediated by MAP kinases",27,35,0.0024525261018849415,0.13419190095432354,0.795857212076082,16,16,0.001178463578110039,9606,Homo sapiens,"6197;6196;2353;6195;9261;5519;1499;1497;5599;4205;5515;5516;4208;5518;5594;5595;1495;1523;466;51231;1386;1849;5602;1848;1528;1846;5528;1845;3725","","R-HSA-199910;R-HSA-198756;R-HSA-198731;R-HSA-168136;R-HSA-199917;R-HSA-198669;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-199959;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-199929;R-HSA-199935"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",51,71,0.004975124378109453,0.13849031626743558,0.795857212076082,3,3,2.209619208956323E-4,9606,Homo sapiens,"22913;9662;8655;11064;1781;3320;22994;22995;7283;1778;10733;80321;203068;1454;1453;55125;9814;5577;9793;7532;7531;10383;23332;95681;2117;90624;5347;22919;10142;54801;7846;10540;5108;4751;55142;2171;22897;1997;5116;79959;1639;51704;5518;93323;7277;23354;22981;121441;983;54820;55755;10806;5566;8636;11258;84131;4957","","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",51,71,0.004975124378109453,0.13849031626743558,0.795857212076082,2,2,1.4730794726375488E-4,9606,Homo sapiens,"22913;9662;8655;11064;1781;3320;22994;22995;7283;1778;10733;80321;203068;1454;1453;55125;9814;5577;9793;7532;7531;10383;23332;95681;2117;90624;5347;22919;10142;54801;7846;10540;5108;4751;55142;2171;22897;1997;5116;79959;1639;51704;5518;93323;7277;23354;22981;121441;983;54820;55755;10806;5566;8636;11258;84131;4957","","R-HSA-380272;R-HSA-380303"
R-HSA-373755,"Semaphorin interactions",51,71,0.004975124378109453,0.13849031626743558,0.795857212076082,39,41,0.003019812918906975,9606,Homo sapiens,"5063;8851;10570;2909;10371;3320;23365;1020;2030;5062;2026;2907;54878;1977;9037;9475;2242;3251;1072;7094;57556;1503;3326;10507;9826;6237;3688;80031;2517;5361;5364;4233;2055;2054;3140;6093;4628;4629;10154;10398;8829;5879;2923;4627;9855;3672;5058;1809;2023;58189;2064;8482;91582;2932;387;2534;388;389;2135;2134;23396;1808;55558;103910;4637","","R-HSA-399942;R-HSA-399941;R-HSA-399938;R-HSA-399939;R-HSA-399936;R-HSA-399950;R-HSA-399951;R-HSA-419087;R-HSA-416588;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-416725;R-HSA-416594;R-HSA-416723;R-HSA-399952;R-HSA-400677;R-HSA-416546;R-HSA-9680443;R-HSA-434990;R-HSA-416559;R-HSA-434989;R-HSA-400682;R-HSA-419049;R-HSA-373748;R-HSA-373750;R-HSA-416562;R-HSA-373746;R-HSA-399934;R-HSA-419646;R-HSA-399935;R-HSA-419644;R-HSA-419197;R-HSA-399933;R-HSA-419645;R-HSA-399930;R-HSA-416698;R-HSA-399931;R-HSA-399928"
R-HSA-156827,"L13a-mediated translational silencing of Ceruloplasmin expression",83,120,0.00840866092074837,0.13941677539597297,0.795857212076082,3,3,2.209619208956323E-4,9606,Homo sapiens,"6230;8894;6152;6155;6154;6231;6157;6156;6233;6159;6158;6235;23521;6193;6194;1975;1974;6227;6229;55922;11224;1977;8662;200916;8663;6166;8661;6124;6168;6201;8667;6167;6203;8664;6169;6125;6202;8665;25873;116832;56141;6160;6161;3601;23130;1981;3646;3921;4736;6175;6130;6133;9045;6176;6132;6135;6134;6137;6136;55142;6171;6170;51065;6128;6207;8668;6129;6206;8669;6209;6208;6142;6144;6188;6143;6187;6222;6189;6147;6224;26986;6181;1965;1964;55759;6218;6217;1968","","R-HSA-156832;R-HSA-156823;R-HSA-156826"
R-HSA-9013409,"RHOJ GTPase cycle",43,59,0.004134258286034615,0.14010424324150406,0.795857212076082,3,3,2.209619208956323E-4,9606,Homo sapiens,"5063;11060;7204;6510;9743;2909;1460;57584;392;9341;91010;55240;57381;5062;26073;874;55004;85457;9815;7879;85480;91445;81839;2040;2280;3329;26084;3728;2631;54962;8976;1508;8476;8874;2690;147179;143098;857;55789;5295;7112;9497;5058;9578;58189;28964;200894;23513;81624;2697;2135;2134;85465;128239;11135;27072","","R-HSA-9017488;R-HSA-9017507;R-HSA-9017491"
R-HSA-380320,"Recruitment of NuMA to mitotic centrosomes",68,97,0.006797000910938267,0.14040312249559495,0.795857212076082,2,2,1.4730794726375488E-4,9606,Homo sapiens,"22913;9662;8655;11064;1781;3320;7280;22994;22995;7283;1778;10733;80321;4926;114791;203068;1454;1453;55125;9814;5577;85378;10376;9793;10381;7532;7531;10383;23332;95681;27175;10426;2117;653784;90624;5347;22919;10142;54801;7846;10540;5108;84790;4751;55142;84617;2171;22897;27229;1997;5116;79959;347733;1639;51704;5518;93323;7277;23354;22981;58189;440145;10844;121441;983;54820;55755;10806;5566;8636;11258;80097;84131;4957","","R-HSA-380316;R-HSA-380508"
R-HSA-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production ",7,7,4.905052203769883E-4,0.1409362381261594,0.795857212076082,5,5,3.682698681593872E-4,9606,Homo sapiens,"4790;4791;5970;1660;3665;170506;23358;4615","","R-HSA-9604480;R-HSA-3134954;R-HSA-9604487;R-HSA-3134953;R-HSA-3134962"
R-HSA-442380,"Zinc influx into cells by the SLC39 gene family",10,11,7.707939177352673E-4,0.14167924763997375,0.795857212076082,6,6,4.419238417912646E-4,9606,Homo sapiens,"23516;1186;1185;1184;57181;25800;1182;1181;27173;29105;29985;93109;7922","","R-HSA-442422;R-HSA-442405;R-HSA-442387;R-HSA-442317;R-HSA-442345;R-HSA-442393"
R-HSA-196025,"Formation of annular gap junctions",10,11,7.707939177352673E-4,0.14167924763997375,0.795857212076082,2,2,1.4730794726375488E-4,9606,Homo sapiens,"1601;1785;2697;1212;1211;71;60;23223;8218;1173;2690;1759","","R-HSA-196017;R-HSA-196026"
R-HSA-435354,"Zinc transporters",15,18,0.0012612991381122556,0.1448868372764407,0.795857212076082,13,13,9.575016572144067E-4,9606,Homo sapiens,"23516;1186;1185;1184;57181;25800;64924;1182;1181;27173;29105;29985;55676;1123;1122;93109;7922;7779","","R-HSA-435366;R-HSA-442405;R-HSA-435375;R-HSA-442317;R-HSA-442345;R-HSA-437129;R-HSA-442422;R-HSA-437139;R-HSA-442387;R-HSA-437136;R-HSA-437084;R-HSA-437085;R-HSA-442393"
R-HSA-2467813,"Separation of Sister Chromatids",131,195,0.013664073996216103,0.14516402393108552,0.795857212076082,8,8,5.892317890550195E-4,9606,Homo sapiens,"9861;54908;7321;8655;6233;11065;7324;7280;23047;1063;1062;9184;991;151648;55166;1058;996;79019;151246;10376;9735;9232;64682;10381;10383;23332;119504;79003;5707;5708;5709;55055;81565;22919;7846;5700;5701;5702;113130;84790;348995;348235;5685;9126;23421;57122;220134;57082;84617;29882;5717;5719;57405;51143;147841;3014;6249;5710;5711;54931;5714;7979;27183;51703;5716;4085;5694;5695;5696;64105;9491;23431;401541;58189;79023;3428;10403;54820;80776;701;51434;5720;85300;54821;2619;6396;9700;8697;1781;23122;1780;81929;79172;1778;81930;10735;55920;7514;5699;3796;10213;9793;91687;27338;57551;79682;27175;5905;2512;2631;90624;5347;5501;1949;83540;80152;5903;23091;10393;2491;5519;332;55143;1950;3215;699;347733;3619;140735;5515;11004;5516;5518;25936;9212;7277;8881;8243;11130;64946;79980;10726;79902;5885;55839;5528","","R-HSA-174144;R-HSA-2467798;R-HSA-2467809;R-HSA-2545203;R-HSA-2467811;R-HSA-174202;R-HSA-2467775;R-HSA-174121"
R-HSA-174411,"Polymerase switching on the C-strand of the telomere",24,31,0.0021722374045266626,0.14643608234489303,0.795857212076082,6,6,4.419238417912646E-4,9606,Homo sapiens,"23649;5981;5982;5983;5422;63922;79075;79991;10714;80169;26277;5557;5558;57804;23636;25913;7013;5111;7014;27352;23097;5984;5424;5985;5425","","R-HSA-174448;R-HSA-174439;R-HSA-9668902;R-HSA-174452;R-HSA-9668904;R-HSA-174447"
R-HSA-186763,"Downstream signal transduction",28,37,0.002592670450564081,0.1503098818748747,0.795857212076082,16,16,0.001178463578110039,9606,Homo sapiens,"9564;4690;5781;6772;6654;6774;2889;2885;1399;1398;55825;5335;5159;2824;5295;8440;5154;5155;5156;91445;58189;5290;5291;3329;6777;6776;6778;5921;6714;1407;1803;3845","","R-HSA-382052;R-HSA-186819;R-HSA-1524182;R-HSA-382055;R-HSA-186826;R-HSA-380780;R-HSA-380782;R-HSA-186798;R-HSA-382056;R-HSA-1524186;R-HSA-382058;R-HSA-186765;R-HSA-186834;R-HSA-186800;R-HSA-186778;R-HSA-186780"
R-HSA-3232142,"SUMOylation of ubiquitinylation proteins",32,43,0.0030131034966014996,0.1522627151652569,0.795857212076082,3,3,2.209619208956323E-4,9606,Homo sapiens,"9883;7341;348995;6396;129401;8554;9688;81929;57122;84936;4193;4927;23165;51588;54978;55706;23636;5371;3191;9631;7175;100101267;23431;8086;23511;53371;8021;79023;90987;79902;7329;7428;5987;10762;5903","","R-HSA-5228523;R-HSA-4551721;R-HSA-3000434"
R-HSA-3928665,"EPH-ephrin mediated repulsion of cells",40,55,0.0038539695886763365,0.15269278871818015,0.795857212076082,9,9,6.628857626868969E-4,9606,Homo sapiens,"5663;85409;2026;1212;1211;7410;2045;2044;2043;160;2042;163;56106;55851;7525;1829;1949;60;83464;8218;1827;1629;1947;1826;1946;6714;1945;23223;23741;2050;1832;1831;2049;2047;23385;71;51107;5879;1759;1175;58189;1173;2060;3425;2534;102;55033;56122;4313;1969","","R-HSA-4093327;R-HSA-3928607;R-HSA-3928654;R-HSA-3928604;R-HSA-3928642;R-HSA-3928657;R-HSA-3928656;R-HSA-3928660;R-HSA-3928628"
R-HSA-1566948,"Elastic fibre formation",34,46,0.0032233200196202087,0.15272637215341178,0.795857212076082,17,17,0.0012521175517419166,9606,Homo sapiens,"26519;4052;7043;4053;4054;5045;7042;2192;23107;2624;650;10516;2006;652;2202;3015;2201;2200;3696;3678;2925;89781;8200;84171;8425;3693;3097;2335;8516;3685;4015;84034;4016;4236;4017;4237;4238;3688;4239;11117","","R-HSA-2395364;R-HSA-2161282;R-HSA-2328033;R-HSA-2395328;R-HSA-2328037;R-HSA-2537665;R-HSA-2129353;R-HSA-2129385;R-HSA-2396399;R-HSA-2129357;R-HSA-2161293;R-HSA-2129362;R-HSA-2328048;R-HSA-2396029;R-HSA-1592387;R-HSA-2395320;R-HSA-2129375"
R-HSA-5218900,"CASP8 activity is inhibited",12,14,9.810104407539765E-4,0.15514793858867237,0.795857212076082,3,3,2.209619208956323E-4,9606,Homo sapiens,"8772;8795;7186;355;841;3880;2189;8797;25960;8837;1879;8717","","R-HSA-3465429;R-HSA-5675456;R-HSA-2672196"
R-HSA-9675136,"Diseases of DNA Double-Strand Break Repair",19,24,0.0016817321841496743,0.15648465032248127,0.795857212076082,5,5,3.682698681593872E-4,9606,Homo sapiens,"4361;9156;5892;116028;580;472;2218;10635;672;641;675;2664;83990;79728;7516;5932;5888;10111;5889;80010;51759","","R-HSA-9699163;R-HSA-9663194;R-HSA-9701199;R-HSA-9704408;R-HSA-9704330"
R-HSA-9701193,"Defective HDR through Homologous Recombination (HRR) due to PALB2 loss of function",19,24,0.0016817321841496743,0.15648465032248127,0.795857212076082,2,2,1.4730794726375488E-4,9606,Homo sapiens,"4361;9156;5892;116028;580;472;10635;672;641;675;2664;83990;79728;7516;5932;5888;10111;5889;80010;51759","","R-HSA-9704408;R-HSA-9704330"
R-HSA-9704331,"Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function",19,24,0.0016817321841496743,0.15648465032248127,0.795857212076082,1,1,7.365397363187744E-5,9606,Homo sapiens,"4361;9156;5892;116028;580;472;10635;672;641;675;2664;83990;79728;7516;5932;5888;10111;5889;80010;51759","","R-HSA-9704330"
R-HSA-9704646,"Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function",19,24,0.0016817321841496743,0.15648465032248127,0.795857212076082,1,1,7.365397363187744E-5,9606,Homo sapiens,"4361;9156;5892;116028;580;472;10635;672;641;675;2664;83990;79728;7516;5932;5888;10111;5889;80010;51759","","R-HSA-9704408"
R-HSA-9701192,"Defective HDR through Homologous Recombination (HRR) due to BRCA1 loss-of-function",19,24,0.0016817321841496743,0.15648465032248127,0.795857212076082,1,1,7.365397363187744E-5,9606,Homo sapiens,"4361;9156;5892;116028;580;472;2218;10635;672;641;675;2664;83990;79728;7516;5932;5888;10111;5889;80010;51759","","R-HSA-9701199"
R-HSA-449836,"Other interleukin signaling",19,24,0.0016817321841496743,0.15648465032248127,0.795857212076082,16,17,0.0012521175517419166,9606,Homo sapiens,"9235;93589;1440;2275;23214;6382;27032;3716;3728;6809;1435;146433;3949;2047;29102;6810;1719;200081;1806;836;6844;1728;6616;1869","","R-HSA-9009485;R-HSA-448591;R-HSA-6787820;R-HSA-9014052;R-HSA-8981657;R-HSA-9014074;R-HSA-448661;R-HSA-8854738;R-HSA-449073;R-HSA-9009488;R-HSA-449087;R-HSA-449117;R-HSA-9009554;R-HSA-6787737;R-HSA-448632;R-HSA-9009558"
R-HSA-9013404,"RAC2 GTPase cycle",64,92,0.006446640039240417,0.16243539615836178,0.795857212076082,10,10,7.365397363187744E-4,9606,Homo sapiens,"25904;7444;7204;9743;2909;2551;57584;392;9341;5062;1535;26073;55004;85457;9815;55845;7879;4688;91526;5338;3998;7410;91445;9710;81839;2280;55971;3329;143872;26084;1829;3688;55619;10424;10787;5880;10152;29;23344;143098;1434;29127;23580;1793;613;857;8503;51347;55789;3930;26094;8826;4162;5295;7112;50619;23518;9217;5058;10163;9732;58189;28964;5290;80728;23191;81624;56122;23592;55114;2134;54542;85465;11135;30837;1969;27072","","R-HSA-9014424;R-HSA-9014296;R-HSA-9714480;R-HSA-9714481;R-HSA-9714483;R-HSA-9714477;R-HSA-9014293;R-HSA-9014420;R-HSA-9014295;R-HSA-9014294"
R-HSA-9711097,"Cellular response to starvation",118,176,0.012332702683764277,0.16388469861358035,0.795857212076082,28,28,0.0020623112616925685,9606,Homo sapiens,"6230;8894;6231;6233;6235;22990;6193;8131;6194;201163;27244;6227;55846;8649;6229;11224;155066;200916;6124;6125;25873;56141;523;526;527;528;529;3921;10542;4736;6130;6133;6132;6135;6134;6137;6136;28956;440275;57761;533;57521;811;6128;813;814;6129;817;819;6142;6144;6143;64223;6147;58189;84219;821;822;55759;829;6152;6155;6154;6396;6157;6156;6159;6158;245972;23521;81929;29068;830;831;55004;832;55922;2109;51606;6166;64121;6168;6201;6167;6203;96459;6169;6202;116832;93100;6160;9550;6161;440;3601;1386;58528;10985;8992;6175;9045;6176;154743;90423;55142;6171;6170;57600;51065;6207;6206;10312;6209;6208;6188;6187;6222;6189;6224;153129;1054;1051;9296;6181;1965;54187;54468;467;468;6218;6217;1968;10325","","R-HSA-9657619;R-HSA-9635927;R-HSA-9645598;R-HSA-381128;R-HSA-9635804;R-HSA-9640195;R-HSA-1791118;R-HSA-9646468;R-HSA-9635915;R-HSA-9635912;R-HSA-9633742;R-HSA-9635918;R-HSA-1791173;R-HSA-9633008;R-HSA-9639287;R-HSA-9639286;R-HSA-9635892;R-HSA-9644926;R-HSA-9640254;R-HSA-9650722;R-HSA-9635936;R-HSA-9640167;R-HSA-9640168;R-HSA-9645608;R-HSA-9640175;R-HSA-9634669;R-HSA-9640237;R-HSA-9633005"
R-HSA-9659787,"Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects",14,17,0.0011912269637726859,0.1644018547356617,0.795857212076082,2,2,1.4730794726375488E-4,9606,Homo sapiens,"9134;7027;1021;2294;1019;595;1017;1028;1027;1026;27123;1870;7029;1869;1978;5925","","R-HSA-9660615;R-HSA-9659782"
R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",14,17,0.0011912269637726859,0.1644018547356617,0.795857212076082,1,1,7.365397363187744E-5,9606,Homo sapiens,"9134;7027;1021;2294;1019;595;1017;1028;1027;1026;27123;1870;7029;1869;1978;5925","","R-HSA-9659782"
R-HSA-9013957,"TLR3-mediated TICAM1-dependent programmed cell death",6,6,4.2043304603741857E-4,0.16453488132813798,0.795857212076082,3,3,2.209619208956323E-4,9606,Homo sapiens,"2191;8772;7098;841;2189;148022","","R-HSA-9013963;R-HSA-9013889;R-HSA-9013895"
R-HSA-2644605,"FBXW7 Mutants and NOTCH1 in Cancer",6,6,4.2043304603741857E-4,0.16453488132813798,0.795857212076082,1,1,7.365397363187744E-5,9606,Homo sapiens,"8454;2861;6500;4851;9978;55294","","R-HSA-2220978"
R-HSA-2644607,"Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling",6,6,4.2043304603741857E-4,0.16453488132813798,0.795857212076082,1,1,7.365397363187744E-5,9606,Homo sapiens,"8454;2861;6500;4851;9978;55294","","R-HSA-2220978"
R-HSA-9706574,"RHOBTB GTPase Cycle",27,36,0.002522598276224511,0.16588408046844672,0.795857212076082,4,4,2.9461589452750976E-4,9606,Homo sapiens,"908;11140;6434;10250;23221;3320;29766;92285;6093;3183;56951;55023;7919;56254;2907;5930;71;10574;9318;5756;4646;7431;9475;27316;9352;1503;3326;2776;2873;51138;87","","R-HSA-9018778;R-HSA-9018785;R-HSA-9018787;R-HSA-9018774"
